id_annotation,image_id,category_id,bbox,area,segmentation,iscrowd,id_image,license,file_name,height,width,date_captured,id,name,supercategory,bbox_width,bbox_height,bbox_aspect_ratio,resolution
10,3,2,"[276, 344, 31.25, 17.778]",555.556,"[[306.875, 362.222, 307.5, 358.889, 305.625, 355.556, 286.875, 351.111, 279.375, 344.444, 276.25, 347.778, 278.125, 353.333, 290, 361.111, 306.875, 362.222]]",0,3,1,8707294-maruti-maruti_suzuki_swift_2017-2021_zxi_plus-2018-minor_scratch-dents_jpeg.rf.1fc57ab22ad389e61aaca68455cf99d2.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,31.25,17.778,1.757790527618405,409600
11,4,2,"[304, 270, 56.875, 26.667]",1516.667,"[[331.875, 288.333, 313.125, 278.333, 306.875, 270, 303.75, 270.833, 303.75, 274.167, 308.125, 280, 318.125, 288.333, 340.625, 296.667, 358.75, 295.833, 360.625, 290, 331.875, 288.333]]",0,4,1,9366452-tata-tata_tiago_2018-2020_xza_amt-2019-minor_scratch-dents_jpeg.rf.1dc30f9e034e32787c2d5dd40c320e1c.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,56.875,26.667,2.1327858401769975,409600
12,4,2,"[365, 277, 10.625, 5]",53.125,"[[365, 277.5, 366.875, 281.667, 375, 280.833, 375.625, 276.667, 365, 277.5]]",0,4,1,9366452-tata-tata_tiago_2018-2020_xza_amt-2019-minor_scratch-dents_jpeg.rf.1dc30f9e034e32787c2d5dd40c320e1c.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,10.625,5.0,2.125,409600
13,4,2,"[271, 285, 10, 11.667]",116.667,"[[281.25, 287.5, 276.875, 285, 271.25, 294.167, 274.375, 296.667, 278.75, 295.833, 281.25, 294.167, 281.25, 287.5]]",0,4,1,9366452-tata-tata_tiago_2018-2020_xza_amt-2019-minor_scratch-dents_jpeg.rf.1dc30f9e034e32787c2d5dd40c320e1c.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,10.0,11.667,0.8571183680466272,409600
14,5,5,"[244, 273, 116.25, 123.333]",14337.5,"[[263.125, 395.556, 289.375, 373.333, 303.125, 368.889, 311.875, 360, 320, 365.556, 315, 370, 315.625, 373.333, 329.375, 373.333, 328.75, 381.111, 330.625, 386.667, 336.875, 382.222, 348.75, 338.889, 360, 276.667, 358.125, 273.333, 351.875, 275.556, 291.875, 328.889, 251.875, 357.778, 248.75, 363.333, 248.75, 374.444, 243.75, 387.778, 256.25, 396.667, 263.125, 395.556]]",0,5,1,9633202-maruti-maruti_suzuki_dzire_2017-2020_zxi-2018-minor_scratch-dents_jpeg.rf.1e8d88ba3db0934fb41dd37a8b027f82.jpg,640,640,2023-11-03T15:39:36+00:00,5,moderate-scratch,severity-damage,116.25,123.333,0.942570115054365,409600
15,6,2,"[278, 353, 28.75, 15.556]",447.222,"[[304.375, 355.556, 281.875, 353.333, 277.5, 356.667, 279.375, 364.444, 289.375, 368.889, 303.75, 367.778, 306.25, 363.333, 304.375, 355.556]]",0,6,1,8004567-honda-honda_jazz_2015-2019_vx-2019-minor_scratch-dents_jpeg.rf.2019f5e559b39851f69428a8ae2c6ff9.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,28.75,15.556,1.84816148110054,409600
16,6,2,"[331, 436, 20, 3.333]",66.667,"[[331.25, 438.889, 351.25, 438.889, 349.375, 435.556, 331.25, 438.889]]",0,6,1,8004567-honda-honda_jazz_2015-2019_vx-2019-minor_scratch-dents_jpeg.rf.2019f5e559b39851f69428a8ae2c6ff9.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,20.0,3.333,6.0006000600060005,409600
17,6,2,"[353, 434, 18.75, 5.556]",104.167,"[[371.25, 434.444, 352.5, 436.667, 353.125, 440, 365, 438.889, 365.625, 435.556, 371.25, 434.444]]",0,6,1,8004567-honda-honda_jazz_2015-2019_vx-2019-minor_scratch-dents_jpeg.rf.2019f5e559b39851f69428a8ae2c6ff9.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,18.75,5.556,3.374730021598272,409600
18,6,2,"[310, 440, 20.625, 3.333]",68.75,"[[311.875, 440, 310, 443.333, 330, 443.333, 330.625, 440, 311.875, 440]]",0,6,1,8004567-honda-honda_jazz_2015-2019_vx-2019-minor_scratch-dents_jpeg.rf.2019f5e559b39851f69428a8ae2c6ff9.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,20.625,3.333,6.188118811881187,409600
19,6,2,"[384, 424, 52.5, 18.889]",991.667,"[[403.125, 435.556, 413.125, 437.778, 430.625, 433.333, 436.25, 425.556, 416.875, 424.444, 404.375, 428.889, 383.75, 430, 388.125, 440, 393.75, 443.333, 395.625, 437.778, 403.125, 435.556]]",0,6,1,8004567-honda-honda_jazz_2015-2019_vx-2019-minor_scratch-dents_jpeg.rf.2019f5e559b39851f69428a8ae2c6ff9.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,52.5,18.889,2.7793954153210865,409600
20,6,2,"[510, 373, 13.75, 11.111]",152.778,"[[518.125, 373.333, 510, 381.111, 510.625, 384.444, 522.5, 383.333, 523.75, 378.889, 518.125, 373.333]]",0,6,1,8004567-honda-honda_jazz_2015-2019_vx-2019-minor_scratch-dents_jpeg.rf.2019f5e559b39851f69428a8ae2c6ff9.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,13.75,11.111,1.2375123751237511,409600
21,6,2,"[589, 307, 13.75, 17.778]",244.444,"[[602.5, 310, 600.625, 306.667, 596.875, 306.667, 588.75, 316.667, 593.125, 324.444, 600, 323.333, 602.5, 321.111, 602.5, 310]]",0,6,1,8004567-honda-honda_jazz_2015-2019_vx-2019-minor_scratch-dents_jpeg.rf.2019f5e559b39851f69428a8ae2c6ff9.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,13.75,17.778,0.7734278321520982,409600
22,7,2,"[307, 444, 8.897, 8.125]",72.286,"[[306.94, 451.875, 315.836, 446.875, 314.724, 443.75, 306.94, 446.875, 306.94, 451.875]]",0,7,1,maruti-suzuki-maruti-suzuki-swift-dzire-tour-2021-1727785818_04_jpeg.rf.1d6ff3253726fffef471d644bac4860b.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,8.897,8.125,1.0950153846153847,409600
23,8,3,"[281, 198, 338.625, 357.25]",120973.781,"[[588.625, 211.438, 581.375, 208.313, 579.313, 208.313, 576.188, 210.375, 573.063, 210.375, 573.063, 211.438, 570, 211.438, 566.875, 213.5, 562.75, 214.5, 555.5, 219.688, 533.75, 232.125, 531.688, 232.125, 530.625, 234.188, 523.375, 237.313, 512, 245.563, 500.563, 251.813, 495.438, 253.875, 490.25, 253.875, 485.063, 251.813, 479.875, 251.813, 473.688, 249.75, 468.5, 249.75, 443.625, 242.5, 440.563, 240.375, 433.313, 240.375, 427.063, 238.313, 418.813, 238.313, 391.875, 234.188, 380.5, 234.188, 370.125, 232.125, 360.813, 232.125, 345.25, 225.938, 332.813, 215.563, 330.75, 212.438, 329.75, 212.438, 328.688, 210.375, 327.688, 210.375, 321.438, 204.188, 317.313, 202.063, 311.125, 201.063, 309, 199, 305.938, 199, 304.875, 197.938, 291.438, 197.938, 290.375, 209.313, 281.063, 241.438, 281.063, 249.75, 283.125, 260.063, 285.188, 263.188, 290.375, 267.313, 302.813, 273.563, 304.875, 273.563, 309, 275.625, 318.313, 276.625, 322.5, 278.75, 342.188, 296.313, 350.438, 311.875, 352.5, 313.938, 357.688, 323.25, 362.875, 329.438, 370.125, 343.938, 371.125, 350.188, 375.313, 358.438, 375.313, 359.5, 373.25, 360.5, 371.125, 363.625, 361.813, 381.25, 354.563, 389.5, 349.438, 398.813, 343.188, 407.125, 340.063, 414.375, 340.063, 416.438, 345.25, 424.75, 345.25, 427.813, 350.438, 437.125, 356.688, 462, 366, 524.125, 366.6, 535.3, 368.063, 536.563, 366.8, 539.025, 367.531, 539.656, 367, 542.75, 372.828, 543.719, 367, 551.063, 368.063, 552.063, 368.063, 555.188, 374.771, 541.271, 382.541, 531.48, 381.5, 528.25, 384.484, 529.032, 386.427, 526.584, 385.625, 525.188, 388.369, 524.136, 388.219, 522.063, 390.312, 521.689, 390.813, 518.938, 392.255, 519.241, 393.406, 516.359, 394.197, 516.793, 396.14, 514.345, 396, 513.781, 400.025, 509.449, 401.188, 508.625, 402.25, 508.625, 401.968, 507.002, 404.313, 505.5, 403.911, 504.554, 405.853, 502.106, 406.375, 502.375, 409.739, 497.21, 410.5, 499.313, 413.625, 498.25, 411.681, 494.762, 413.624, 492.315, 416.719, 495.656, 419.813, 493.063, 426.063, 485.813, 436.375, 477.563, 439.5, 471.313, 440.563, 470.313, 445.688, 483.75, 448.813, 485.813, 451.938, 491, 466.438, 504.438, 486.125, 516.875, 495.438, 516.875, 509.938, 514.813, 531.688, 508.625, 537.875, 505.5, 543.063, 505.5, 550.313, 493.063, 555.5, 486.875, 560.625, 473.375, 561.688, 473.375, 561.688, 470.313, 563.75, 466.125, 567.875, 445.438, 570, 443.375, 574.125, 432, 576.188, 422.625, 579.313, 417.5, 585.5, 399.875, 591.688, 390.563, 595.875, 380.188, 601.063, 370.875, 607.25, 352.25, 609.313, 350.188, 610.375, 342.938, 616.563, 326.375, 617.625, 316, 618.625, 313.938, 619.688, 313.938, 619.688, 304.625, 617.625, 300.438, 616.563, 293.188, 614.5, 289.063, 614.5, 287, 612.438, 283.875, 606.188, 265.25, 602.063, 257, 602.063, 254.875, 601.063, 253.875, 600, 243.5, 601.063, 242.5, 601.063, 235.25, 597.938, 221.75, 588.625, 211.438]]",0,8,1,41_jpg.rf.1d7f0b800aa6d10507c78d55f4e495e0.jpg,640,640,2023-11-03T15:39:36+00:00,3,moderate-broken,severity-damage,338.625,357.25,0.9478656403079077,409600
24,9,2,"[0, 556, 59, 52.5]",3097.5,"[[0, 586.5, 27.5, 596, 49, 608.5, 50, 592.5, 56, 590.5, 53, 584.5, 59, 579.5, 56, 575.5, 59, 569.5, 41.5, 556, 24.5, 556, 10.5, 562, 6, 576.5, 0, 573.5, 0, 586.5]]",0,9,1,16_jpg.rf.1ce2195cf8396d164f5f5344e5a691a4.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,59.0,52.5,1.1238095238095238,409600
25,9,4,"[286, 215, 74.444, 258.5]",19243.889,"[[358, 426.5, 351, 414.5, 352, 377.5, 348, 354.5, 355, 337.5, 351, 335.5, 356, 324.5, 351, 317.5, 360, 314.5, 359.5, 311, 351, 311.5, 350, 303.5, 360, 297.5, 353, 274.5, 355, 261.5, 347, 256.5, 350, 251.5, 344.5, 245, 314.444, 215, 289, 299.5, 285.556, 309.444, 286.667, 329.444, 293, 349.5, 288.333, 372.778, 291.5, 413, 288, 401.5, 287, 454.5, 293.5, 465, 307.5, 466, 304, 470.5, 307, 473.5, 331.5, 458, 358, 426.5]]",0,9,1,16_jpg.rf.1ce2195cf8396d164f5f5344e5a691a4.jpg,640,640,2023-11-03T15:39:36+00:00,4,moderate-dent,severity-damage,74.444,258.5,0.2879845261121857,409600
26,9,2,"[360, 268, 32.5, 43.5]",1413.75,"[[389, 286.5, 392.5, 268, 378, 287.5, 361, 301.5, 360, 306.5, 365, 311.5, 374, 307.5, 389, 286.5]]",0,9,1,16_jpg.rf.1ce2195cf8396d164f5f5344e5a691a4.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,32.5,43.5,0.7471264367816092,409600
27,9,2,"[246, 516, 41, 52.5]",2152.5,"[[285.5, 516, 279.5, 516, 248, 550.5, 251, 558.5, 246, 565.5, 252, 568.5, 287, 535.5, 285.5, 516]]",0,9,1,16_jpg.rf.1ce2195cf8396d164f5f5344e5a691a4.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,41.0,52.5,0.780952380952381,409600
28,9,2,"[288, 487, 37, 42.5]",1572.5,"[[319.5, 487, 312.5, 491, 309.5, 488, 288, 506.5, 288, 526.5, 292, 529.5, 325, 492.5, 319.5, 487]]",0,9,1,16_jpg.rf.1ce2195cf8396d164f5f5344e5a691a4.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,37.0,42.5,0.8705882352941177,409600
29,9,2,"[254, 499, 28, 25.5]",714.0,"[[281.5, 499, 261.5, 511, 256, 507.5, 254, 523.5, 267, 524.5, 282, 512.5, 281.5, 499]]",0,9,1,16_jpg.rf.1ce2195cf8396d164f5f5344e5a691a4.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,28.0,25.5,1.0980392156862746,409600
30,10,2,"[205, 186, 254.815, 369.497]",94153.416,"[[322.999, 507.513, 230.443, 516.653, 233.871, 550.928, 321.857, 555.497, 364.135, 533.79, 456.691, 480.093, 460.119, 452.673, 366.421, 489.233, 358.422, 418.398, 393.845, 409.258, 394.987, 372.698, 358.422, 380.695, 337.854, 266.445, 376.705, 263.018, 376.705, 221.888, 307.002, 220.745, 210.286, 186, 205.305, 188.755, 272.722, 227.6, 322.999, 507.513]]",0,10,1,142375-Others-6-8fKwqQ4prbpJgbRtG3RbKDEMtLw0kZhC_jpeg_jpg.rf.20249d503717780ed2c695cb086ecd1c.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,254.815,369.497,0.6896267087418843,409600
31,11,1,"[144, 83, 369.375, 506.25]",186996.094,"[[322.5, 587.188, 317.188, 585, 328.438, 583.75, 340, 585.313, 334.063, 585.625, 335.313, 588.75, 341.563, 588.125, 343.438, 585.625, 345.938, 588.75, 351.563, 581.875, 363.438, 577.5, 381.563, 578.75, 383.438, 576.25, 389.688, 578.125, 393.438, 574.375, 405.938, 573.75, 417.188, 570, 428.438, 560.625, 431.563, 562.5, 434.063, 560, 436.563, 563.125, 439.063, 560.625, 441.563, 563.125, 444.063, 560.625, 446.563, 563.75, 449.688, 561.25, 451.563, 565, 454.375, 563.438, 456.563, 571.875, 460.625, 570.313, 458.125, 567.188, 464.063, 561.25, 466.563, 564.375, 469.688, 561.875, 471.563, 564.375, 473.438, 561.875, 476.563, 563.75, 479.063, 561.25, 481.563, 563.125, 484.063, 560.625, 487.188, 561.875, 489.063, 559.375, 492.188, 561.25, 494.063, 558.75, 496.563, 562.5, 498.75, 560.313, 499.375, 552.188, 502.5, 550.313, 505, 537.813, 503.75, 530.938, 506.563, 535.625, 508.125, 530.313, 508.125, 517.188, 513.75, 514.688, 508.75, 507.188, 506.875, 490.313, 503.75, 485.938, 503.75, 481.563, 506.875, 479.688, 504.375, 473.438, 507.5, 460.938, 507.5, 447.813, 504.375, 444.688, 505, 437.188, 498.125, 430.938, 503.75, 418.438, 507.5, 415.938, 511.875, 392.813, 512.5, 290.938, 493.75, 214.688, 493.125, 200.938, 480.625, 160.938, 482.5, 158.438, 479.375, 150.938, 474.063, 149.375, 457.813, 130.625, 449.688, 128.125, 443.438, 121.25, 424.063, 109.375, 390.938, 99.375, 389.688, 90.625, 345.313, 90, 297.813, 94.375, 280.313, 93.125, 260.938, 87.5, 258.438, 82.5, 240.313, 82.5, 238.438, 87.5, 233.125, 88.438, 238.75, 89.063, 237.813, 95, 232.813, 92.5, 224.688, 100, 204.688, 107.5, 184.688, 125.625, 165.313, 138.75, 157.813, 148.75, 146.25, 150.938, 148.125, 159.688, 146.25, 164.063, 149.375, 167.813, 144.375, 172.188, 150.313, 172.5, 153.75, 178.438, 145, 181.563, 150.313, 182.5, 154.375, 188.438, 153.125, 193.438, 155.625, 199.063, 153.125, 202.813, 158.125, 210.938, 158.125, 220.938, 161.25, 223.438, 161.25, 229.063, 158.75, 231.563, 164.375, 258.438, 160.625, 261.563, 165, 288.438, 162.5, 308.438, 164.375, 311.563, 162.5, 324.063, 164.375, 331.563, 160.625, 336.563, 163.125, 341.563, 161.25, 347.813, 161.875, 399.688, 165.625, 417.188, 171.25, 425.313, 173.75, 444.063, 177.5, 454.688, 180.625, 457.188, 181.875, 484.688, 186.25, 489.688, 183.75, 494.688, 186.25, 499.063, 184.375, 504.063, 186.875, 510.313, 184.375, 512.188, 185.625, 519.688, 181.25, 519.688, 183.125, 523.438, 180.625, 530.313, 183.75, 533.438, 183.125, 537.188, 180, 538.438, 185, 542.188, 185, 547.813, 187.813, 550, 187.5, 542.813, 194.375, 542.813, 192.5, 549.688, 198.75, 552.813, 200.313, 560, 211.875, 564.063, 210.938, 570, 222.188, 570, 230.313, 573.125, 232.813, 571.25, 235.313, 573.75, 238.438, 571.875, 240.625, 574.688, 225.313, 578.125, 242.813, 578.125, 248.438, 580.625, 253.438, 576.25, 258.438, 580.625, 261.25, 577.188, 257.813, 572.5, 279.063, 571.875, 274.375, 579.063, 280.938, 583.125, 308.438, 583.125, 315.313, 585, 315, 588.438, 322.5, 587.188]]",0,11,1,6_jpg.rf.1cb7e4944c9412957666ba1bd2559de0.jpg,640,640,2023-11-03T15:39:36+00:00,1,minor-dent,severity-damage,369.375,506.25,0.7296296296296296,409600
32,11,2,"[24, 125, 120.625, 67.813]",8179.883,"[[63.438, 192.5, 77.813, 176.875, 90.313, 176.25, 97.188, 171.25, 102.813, 171.875, 105.313, 175.625, 107.188, 174.375, 107.813, 181.25, 120.313, 181.875, 130.313, 176.875, 137.188, 169.375, 140.625, 169.063, 144.375, 160.938, 141.563, 155, 132.188, 153.75, 130, 150.938, 140.625, 148.438, 138.125, 145.938, 141.875, 142.813, 140.625, 135.938, 143.75, 134.063, 143.75, 130.938, 137.188, 128.75, 136.563, 125, 110.313, 125.625, 107.813, 129.375, 105.313, 126.25, 100.313, 125.625, 97.188, 129.375, 94.688, 126.25, 80.313, 125, 67.813, 136.875, 57.188, 138.125, 41.563, 135, 35.938, 138.125, 33.125, 144.688, 29.688, 143.125, 23.75, 153.438, 30.938, 154.375, 31.875, 152.188, 29.375, 150.938, 32.813, 150.625, 33.125, 145.938, 35, 145.938, 38.75, 155.938, 35.625, 158.438, 36.25, 160.938, 39.688, 161.25, 46.875, 169.063, 58.75, 192.813, 63.438, 192.5]]",0,11,1,6_jpg.rf.1cb7e4944c9412957666ba1bd2559de0.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,120.625,67.813,1.7787887278250483,409600
33,11,2,"[106, 38, 66.875, 59.063]",3949.805,"[[173.125, 94.063, 158.125, 70.938, 153.75, 59.063, 148.438, 53.75, 134.688, 47.5, 122.813, 38.125, 106.25, 40.313, 110.313, 48.125, 132.813, 53.75, 139.688, 58.125, 157.5, 82.188, 172.5, 97.188, 173.125, 94.063]]",0,11,1,6_jpg.rf.1cb7e4944c9412957666ba1bd2559de0.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,66.875,59.063,1.1322655469583325,409600
34,11,1,"[0, 32, 108.125, 140.625]",15205.078,"[[0, 172.813, 19.375, 154.688, 28.438, 140, 44.688, 132.5, 54.688, 136.25, 69.688, 134.375, 86.875, 107.813, 98.125, 102.188, 105, 90.313, 107.5, 77.813, 108.125, 55.313, 105.938, 51.25, 83.438, 41.875, 46.563, 40.625, 19.688, 33.75, 0, 32.188, 0, 172.813]]",0,11,1,6_jpg.rf.1cb7e4944c9412957666ba1bd2559de0.jpg,640,640,2023-11-03T15:39:36+00:00,1,minor-dent,severity-damage,108.125,140.625,0.7688888888888888,409600
35,12,1,"[301, 218, 230.265, 105.468]",24285.58,"[[301.376, 246.891, 301.376, 261.273, 358.942, 306.816, 470.688, 323.596, 487.619, 282.846, 531.64, 242.097, 514.709, 227.715, 443.598, 218.127, 325.079, 234.906, 301.376, 246.891]]",0,12,1,0790_JPEG_jpg.rf.1f4f0d15570288032221fb01735b7d09.jpg,640,640,2023-11-03T15:39:36+00:00,1,minor-dent,severity-damage,230.265,105.468,2.1832688588007736,409600
36,12,5,"[484, 381, 155.767, 112.659]",17548.604,"[[484.233, 402.697, 484.233, 417.079, 507.937, 436.255, 501.164, 472.21, 528.254, 472.21, 572.275, 493.783, 636.614, 491.386, 640, 393.109, 551.958, 381.124, 521.481, 381.124, 484.233, 402.697]]",0,12,1,0790_JPEG_jpg.rf.1f4f0d15570288032221fb01735b7d09.jpg,640,640,2023-11-03T15:39:36+00:00,5,moderate-scratch,severity-damage,155.767,112.659,1.3826414223453074,409600
37,13,4,"[329, 373, 78.75, 117.778]",9275.0,"[[406.875, 464.444, 393.125, 464.444, 379.375, 444.444, 373.125, 440, 366.25, 427.778, 366.25, 418.889, 370.625, 408.889, 381.875, 411.111, 388.75, 390, 381.875, 380, 359.375, 373.333, 348.125, 373.333, 331.875, 382.222, 328.75, 387.778, 328.75, 394.444, 333.75, 405.556, 332.5, 425.556, 336.875, 433.333, 346.875, 440, 360.625, 460, 363.75, 467.778, 362.5, 476.667, 364.375, 480, 369.375, 484.444, 375.625, 484.444, 380.625, 491.111, 383.75, 490, 407.5, 470, 406.875, 464.444]]",0,13,1,9161102-maruti-maruti_suzuki_ritz_2012-2017_ldi-2016-minor_dent-dents_jpeg.rf.1ec74e5333f3c195e4be06065e71d312.jpg,640,640,2023-11-03T15:39:36+00:00,4,moderate-dent,severity-damage,78.75,117.778,0.6686308139041247,409600
38,14,2,"[76, 377, 12.5, 11.667]",145.833,"[[81.875, 388.333, 86.25, 387.5, 88.75, 382.5, 84.375, 376.667, 76.25, 382.5, 81.875, 388.333]]",0,14,1,maruti-suzuki-maruti-suzuki-celerio-2018-1727793409_05_jpeg.rf.1e703fe9bcb7799eac5c32ef2013c076.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,12.5,11.667,1.0713979600582841,409600
